DATE,DB,WB,Hour,Minute,Day,Weekend,Utility Subtotal,Scored Labels
3/8/2017 12:00:00 AM,56,51,0,0,4,0,312,307.412261962891
1/13/2017 4:00:00 AM,58,54,4,240,6,0,283.7000122,267.483489990234
6/2/2017 11:00:00 PM,63,51,23,1380,6,0,415.5,363.886871337891
11/19/2017 6:00:00 AM,59,57,6,360,1,1,245,279.751556396484
11/10/2017 10:00:00 PM,26,21,22,1320,6,0,321.3999939,304.099395751953
8/2/2017 6:00:00 PM,70,69,18,1080,4,0,732.7999878,809.992126464844
3/17/2017 3:00:00 AM,31,26,3,180,6,0,439.5499878,435.105102539063
5/16/2017 5:00:00 PM,77,60,17,1020,3,0,388.1341553,404.079864501953
3/26/2017 5:00:00 AM,38,36,5,300,1,1,385.2250061,383.385925292969
5/28/2017 11:00:00 PM,61,56,23,1380,1,1,297.1000061,316.691986083984
8/14/2017 12:00:00 PM,78,69,12,720,2,0,719.7000122,709.3466796875
11/26/2017 2:00:00 PM,45,37,14,840,1,1,274.1943359,283.659942626953
4/22/2017 12:00:00 PM,54,52,12,720,7,1,398.2999878,398.145446777344
9/8/2017 5:00:00 PM,68,58,17,1020,6,0,468.2999878,461.553894042969
7/13/2017 4:00:00 AM,80,74,4,240,5,0,753.5269165,759.385803222656
1/25/2017 3:00:00 AM,37,33,3,180,4,0,288.6000061,283.255493164063
3/30/2017 9:00:00 PM,45,38,21,1260,5,0,524.5999756,517.882019042969
5/9/2017 10:00:00 AM,54,45,10,600,3,0,451.2999878,438.958190917969
10/27/2017 8:00:00 AM,50,44,8,480,6,0,334.331543,345.387634277344
8/17/2017 2:00:00 PM,80,69,14,840,5,0,725.2999878,725.27490234375
5/7/2017 5:00:00 AM,51,47,5,300,1,1,451.2999878,450.46728515625
8/25/2017 2:00:00 AM,67,60,2,120,6,0,592.2999878,596.573608398438
10/24/2017 10:00:00 PM,68,67,22,1320,3,0,481.3913269,500.39599609375
1/23/2017 6:00:00 PM,37,36,18,1080,2,0,335.0249939,318.275573730469
3/20/2017 2:00:00 AM,37,30,2,120,2,0,443.0249939,444.350006103516
3/31/2017 4:00:00 PM,39,39,16,960,6,0,600.0250244,603.563171386719
6/23/2017 11:00:00 AM,81,75,11,660,6,0,528.0999756,528.87744140625
4/27/2017 2:00:00 AM,59,58,2,120,5,0,341.1000061,335.989196777344
5/21/2017 6:00:00 PM,60,49,18,1080,1,1,339.5295715,350.290649414063
11/15/2017 4:00:00 AM,38,34,4,240,4,0,250.8000031,231.609100341797
1/24/2017 4:00:00 AM,37,36,4,240,3,0,278.6499939,276.912445068359
6/13/2017 8:00:00 AM,82,70,8,480,3,0,517.5999756,511.770568847656
1/12/2017 5:00:00 AM,53,51,5,300,5,0,274.7000122,274.309906005859
1/9/2017 4:00:00 AM,15,12,4,240,2,0,303.7999878,311.384307861328
3/9/2017 2:00:00 AM,54,40,2,120,5,0,272.4500122,261.452575683594
8/21/2017 7:00:00 AM,74,67,7,420,2,0,700.7999878,690.319580078125
1/27/2017 8:00:00 AM,41,35,8,480,6,0,291.375,267.396423339844
6/19/2017 6:00:00 AM,78,75,6,360,2,0,447.1000061,451.248992919922
11/8/2017 7:00:00 PM,47,43,19,1140,4,0,372.7999878,371.278747558594
7/29/2017 1:00:00 AM,75,65,1,60,7,1,649.7999878,662.348510742188
6/10/2017 6:00:00 AM,68,59,6,360,7,1,415.2999878,408.860198974609
5/11/2017 4:00:00 PM,59,50,16,960,5,0,436.7387085,428.401092529297
4/28/2017 5:00:00 AM,57,57,5,300,6,0,382.2000122,366.395385742188
10/8/2017 11:00:00 PM,75,72,23,1380,1,1,540.9333496,546.070373535156
11/18/2017 11:00:00 AM,48,41,11,660,7,1,323.7000122,297.075347900391
8/5/2017 9:00:00 PM,72,62,21,1260,7,1,709.1500244,715.344970703125
11/4/2017 4:00:00 PM,54,45,16,960,7,1,359.8999939,347.411163330078
3/4/2017 1:00:00 AM,23,18,1,60,7,1,271.4333191,277.293243408203
9/30/2017 9:00:00 PM,55,51,21,1260,7,1,326.2000122,351.168029785156
4/13/2017 1:00:00 AM,56,49,1,60,5,0,377.7000122,405.826416015625
8/21/2017 12:00:00 PM,85,70,12,720,2,0,700.7999878,703.837341308594
6/26/2017 12:00:00 PM,78,61,12,720,2,0,665.2999878,534.551391601563
7/14/2017 5:00:00 AM,66,64,5,300,6,0,771.0341797,728.366577148438
4/11/2017 8:00:00 PM,65,58,20,1200,3,0,468.8999939,447.978149414063
10/13/2017 9:00:00 AM,57,52,9,540,6,0,349,364.427886962891
8/5/2017 7:00:00 AM,71,70,7,420,7,1,750.3660278,731.404113769531
1/15/2017 5:00:00 AM,31,29,5,300,1,1,249.1000061,234.455047607422
8/5/2017 3:00:00 AM,75,73,3,180,7,1,762.1420288,761.648620605469
6/5/2017 3:00:00 PM,66,63,15,900,2,0,618.0999756,644.499633789063
9/4/2017 9:00:00 PM,72,64,21,1260,2,0,577.5999756,566.489196777344
6/28/2017 7:00:00 AM,63,56,7,420,4,0,411.5,394.955047607422
5/30/2017 11:00:00 AM,59,56,11,660,3,0,368.3999939,367.791717529297
7/27/2017 8:00:00 PM,75,71,20,1200,5,0,737,724.436767578125
12/9/2017 5:00:00 AM,35,29,5,300,7,1,283,281.270080566406
6/30/2017 5:00:00 PM,86,75,17,1020,6,0,831.4000244,849.701782226563
1/12/2017 9:00:00 AM,55,52,9,540,5,0,303.1666565,292.359527587891
10/25/2017 6:00:00 AM,59,56,6,360,4,0,297.8047485,282.506744384766
3/21/2017 7:00:00 AM,43,35,7,420,3,0,414.5750122,444.2158203125
5/18/2017 3:00:00 AM,76,68,3,180,5,0,374.4766541,370.590240478516
9/20/2017 8:00:00 PM,76,68,20,1200,4,0,500.5,497.778961181641
4/11/2017 4:00:00 AM,63,54,4,240,3,0,285.2999878,283.604797363281
12/4/2017 9:00:00 PM,50,45,21,1260,2,0,336.2449646,342.59423828125
3/8/2017 7:00:00 PM,58,43,19,1140,4,0,301.3999939,295.255401611328
7/25/2017 10:00:00 AM,65,61,10,600,3,0,670.9000244,652.435729980469
4/28/2017 4:00:00 AM,58,57,4,240,6,0,391.3999939,366.631256103516
7/8/2017 2:00:00 PM,83,72,14,840,7,1,724.0999756,707.112915039063
1/15/2017 10:00:00 PM,33,28,22,1320,1,1,254.7749939,256.040832519531
5/26/2017 12:00:00 PM,71,62,12,720,6,0,352.3999939,305.984649658203
4/6/2017 11:00:00 PM,51,48,23,1380,5,0,594.1500244,600.673767089844
9/18/2017 3:00:00 AM,70,66,3,180,2,0,520.3399048,529.135437011719
4/13/2017 12:00:00 PM,58,45,12,720,5,0,428.3999939,395.440979003906
9/1/2017 9:00:00 AM,60,49,9,540,6,0,396,398.331970214844
8/26/2017 4:00:00 AM,63,57,4,240,7,1,548.7999878,553.327453613281
10/7/2017 7:00:00 AM,67,66,7,420,7,1,427.1000061,400.172149658203
8/15/2017 1:00:00 AM,74,68,1,60,3,0,721.7999878,711.99658203125
8/2/2017 11:00:00 PM,70,68,23,1380,4,0,679,680.831970214844
5/13/2017 5:00:00 PM,48,47,17,1020,7,1,417.0558777,415.200531005859
9/4/2017 11:00:00 AM,75,65,11,660,2,0,587.0999756,574.635498046875
9/9/2017 5:00:00 PM,65,56,17,1020,7,1,398.7999878,412.394104003906
5/10/2017 1:00:00 AM,51,46,1,60,4,0,451.2999878,464.340026855469
9/20/2017 6:00:00 PM,78,69,18,1080,4,0,525.9000244,548.592224121094
9/28/2017 5:00:00 PM,72,58,17,1020,5,0,465,484.684539794922
6/21/2017 10:00:00 AM,79,67,10,600,4,0,468.3999939,512.876342773438
3/10/2017 9:00:00 AM,32,32,9,540,6,0,298.2333374,303.761199951172
6/15/2017 5:00:00 PM,71,60,17,1020,5,0,432,434.534057617188
4/27/2017 6:00:00 AM,59,58,6,360,5,0,304.1000061,336.143829345703
10/1/2017 2:00:00 PM,66,54,14,840,1,1,343.7999878,320.3515625
6/7/2017 11:00:00 PM,61,55,23,1380,4,0,304.3999939,383.525238037109
5/21/2017 5:00:00 PM,62,50,17,1020,1,1,339.9312744,345.525573730469
8/12/2017 10:00:00 AM,72,68,10,600,7,1,670.4937134,669.353210449219
11/17/2017 3:00:00 AM,42,37,3,180,6,0,400.7000122,397.396087646484
11/26/2017 6:00:00 AM,46,40,6,360,1,1,262.1766968,254.516159057617
8/29/2017 8:00:00 PM,62,60,20,1200,3,0,597.0999756,598.699462890625
10/15/2017 4:00:00 PM,71,66,16,960,1,1,449.4454956,452.306091308594
8/6/2017 1:00:00 PM,76,61,13,780,1,1,662.0460205,674.284912109375
7/26/2017 12:00:00 PM,73,65,12,720,4,0,693,684.698669433594
5/7/2017 11:00:00 AM,52,46,11,660,1,1,451.2999878,455.793853759766
1/20/2017 6:00:00 PM,40,39,18,1080,6,0,306.7000122,316.12158203125
4/20/2017 2:00:00 PM,65,57,14,840,5,0,425.2999878,442.165161132813
1/16/2017 6:00:00 AM,30,26,6,360,2,0,265.6499939,254.281356811523
12/1/2017 12:00:00 AM,50,48,0,0,6,0,278.7229919,313.650726318359
5/17/2017 5:00:00 AM,65,57,5,300,4,0,383.3138428,389.358581542969
9/20/2017 2:00:00 AM,72,67,2,120,4,0,433.8999939,423.282775878906
5/28/2017 2:00:00 PM,69,61,14,840,1,1,304.7000122,255.228622436523
10/23/2017 11:00:00 AM,72,65,11,660,2,0,542.9072266,486.088165283203
9/6/2017 12:00:00 PM,65,61,12,720,4,0,702.2999878,705.186889648438
8/3/2017 9:00:00 AM,75,70,9,540,5,0,711,746.20068359375
10/16/2017 5:00:00 PM,56,47,17,1020,2,0,380.0961304,387.715179443359
9/16/2017 6:00:00 PM,74,69,18,1080,7,1,527.7769165,517.996643066406
10/9/2017 5:00:00 PM,75,74,17,1020,2,0,623.1875,648.519409179688
8/31/2017 5:00:00 AM,65,61,5,300,5,0,574.0999756,575.496154785156
12/5/2017 8:00:00 AM,54,50,8,480,3,0,319.5203857,335.840484619141
11/24/2017 1:00:00 AM,37,31,1,60,6,0,261.2797546,266.422027587891
10/12/2017 9:00:00 AM,57,54,9,540,5,0,412,422.309143066406
6/1/2017 10:00:00 AM,71,63,10,600,5,0,444.3999939,420.131439208984
1/6/2017 6:00:00 PM,31,25,18,1080,6,0,311.3999939,310.150177001953
9/6/2017 8:00:00 PM,62,61,20,1200,4,0,670.5,672.978088378906
7/13/2017 8:00:00 AM,83,74,8,480,5,0,756.328125,737.366333007813
1/23/2017 7:00:00 PM,36,35,19,1140,2,0,322.3999939,316.511810302734
1/4/2017 8:00:00 AM,43,42,8,480,4,0,449.7749939,433.789520263672
6/30/2017 1:00:00 PM,88,74,13,780,6,0,808.5999756,798.733459472656
11/9/2017 6:00:00 AM,39,38,6,360,5,0,261.2999878,270.262298583984
10/15/2017 12:00:00 PM,71,66,12,720,1,1,436.3119812,459.661468505859
1/9/2017 12:00:00 AM,18,14,0,0,2,0,307.1000061,289.808563232422
7/24/2017 7:00:00 PM,67,62,19,1140,2,0,629,644.579833984375
7/3/2017 3:00:00 AM,75,68,3,180,2,0,669.1799927,677.1025390625
5/21/2017 12:00:00 PM,67,51,12,720,1,1,341.9397278,337.593872070313
1/8/2017 6:00:00 AM,17,14,6,360,1,1,300.9249878,292.481689453125
6/2/2017 12:00:00 AM,67,55,0,0,6,0,424.3999939,399.512054443359
3/30/2017 10:00:00 PM,44,39,22,1320,5,0,509.375,521.078002929688
12/1/2017 8:00:00 AM,45,41,8,480,6,0,291.3789063,305.245758056641
4/14/2017 12:00:00 PM,63,48,12,720,6,0,397.7999878,371.695953369141
12/9/2017 4:00:00 PM,31,31,16,960,7,1,283,297.987487792969
5/23/2017 3:00:00 PM,68,57,15,900,3,0,380.6000061,400.882598876953
11/29/2017 10:00:00 AM,53,46,10,600,4,0,578.1955566,492.664794921875
5/1/2017 11:00:00 PM,65,62,23,1380,2,0,444.2999878,482.314727783203
10/12/2017 5:00:00 AM,59,57,5,300,5,0,354.2000122,345.032531738281
6/17/2017 11:00:00 PM,70,69,23,1380,7,1,403.3999939,394.403564453125
3/27/2017 10:00:00 PM,48,47,22,1320,2,0,537.1500244,546.913146972656
8/13/2017 7:00:00 AM,72,68,7,420,1,1,678.5437622,692.937561035156
2/28/2017 1:00:00 PM,58,50,13,780,3,0,405.4750061,407.518920898438
9/25/2017 3:00:00 AM,74,68,3,180,2,0,448.1000061,461.877593994141
9/22/2017 4:00:00 AM,68,57,4,240,6,0,353.2999878,346.069641113281
3/7/2017 9:00:00 AM,47,45,9,540,3,0,281.1499939,302.989501953125
1/23/2017 3:00:00 AM,42,41,3,180,2,0,259.9750061,265.532653808594
4/21/2017 11:00:00 PM,48,48,23,1380,6,0,351.5,340.501831054688
10/18/2017 11:00:00 PM,62,54,23,1380,4,0,349.9559631,350.686401367188
6/28/2017 9:00:00 AM,68,59,9,540,4,0,421.8999939,496.932800292969
4/15/2017 3:00:00 PM,65,54,15,900,7,1,378.1000061,390.165191650391
6/3/2017 4:00:00 PM,72,54,16,960,7,1,444.6000061,342.267974853516
12/6/2017 5:00:00 PM,42,33,17,1020,4,0,349.1699524,359.947723388672
5/5/2017 2:00:00 PM,54,54,14,840,6,0,451.2999878,415.693481445313
1/13/2017 6:00:00 PM,38,30,18,1080,6,0,279.3999939,280.979370117188
11/2/2017 2:00:00 AM,59,56,2,120,5,0,302.7000122,307.970397949219
4/24/2017 12:00:00 AM,51,46,0,0,2,0,311.2000122,327.370452880859
9/2/2017 8:00:00 PM,59,57,20,1200,7,1,405.7749939,422.511413574219
3/6/2017 10:00:00 AM,33,26,10,600,2,0,316.4249878,300.234222412109
6/11/2017 9:00:00 AM,80,68,9,540,1,1,460.7805481,450.763854980469
3/5/2017 9:00:00 PM,31,23,21,1260,1,1,298.1749878,299.447875976563
8/7/2017 4:00:00 PM,64,63,16,960,2,0,647.2785645,660.085388183594
5/18/2017 2:00:00 AM,78,69,2,120,5,0,374.8783569,378.411987304688
6/4/2017 7:00:00 PM,63,59,19,1140,1,1,303.7000122,281.219482421875
4/17/2017 6:00:00 PM,69,50,18,1080,2,0,472.2000122,502.056213378906
4/24/2017 4:00:00 PM,59,52,16,960,2,0,410.6000061,400.385559082031
8/8/2017 9:00:00 PM,73,64,21,1260,3,0,645.9120483,636.59521484375
10/29/2017 11:00:00 AM,61,60,11,660,1,1,417.8999939,397.570922851563
6/22/2017 4:00:00 AM,68,62,4,240,5,0,394.7000122,383.728088378906
3/26/2017 2:00:00 PM,40,37,14,840,1,1,451.0249939,457.583312988281
4/25/2017 7:00:00 AM,50,49,7,420,3,0,312.7999878,324.614990234375
7/29/2017 4:00:00 AM,72,59,4,240,7,1,599.2999878,578.466430664063
4/5/2017 12:00:00 AM,46,45,0,0,4,0,556.5999756,587.5166015625
5/26/2017 11:00:00 AM,68,62,11,660,6,0,343.2999878,329.052154541016
9/30/2017 7:00:00 AM,57,53,7,420,7,1,280,295.460876464844
4/10/2017 11:00:00 PM,68,55,23,1380,2,0,394.7999878,437.467254638672
8/4/2017 1:00:00 AM,74,69,1,60,6,0,699.9000244,712.646667480469
9/4/2017 6:00:00 AM,62,59,6,360,2,0,535.5750122,544.432678222656
12/7/2017 9:00:00 PM,41,33,21,1260,5,0,291.8110962,312.236907958984
8/16/2017 2:00:00 AM,72,71,2,120,4,0,733.7999878,722.855163574219
4/12/2017 3:00:00 AM,58,54,3,180,4,0,296.5,321.83349609375
5/22/2017 6:00:00 PM,60,60,18,1080,2,0,386.7999878,376.072357177734
12/5/2017 1:00:00 PM,59,56,13,780,3,0,393.2095032,386.994354248047
3/23/2017 10:00:00 PM,38,29,22,1320,5,0,494.5750122,496.403747558594
11/19/2017 1:00:00 PM,50,41,13,780,1,1,329.3999939,311.052703857422
3/10/2017 4:00:00 AM,42,35,4,240,6,0,277.125,287.912292480469
5/12/2017 6:00:00 AM,51,48,6,360,6,0,431.1150513,431.841857910156
10/30/2017 3:00:00 PM,54,45,15,900,2,0,412.5,406.049438476563
9/1/2017 7:00:00 AM,55,48,7,420,6,0,387.2250061,405.156555175781
3/2/2017 3:00:00 AM,59,48,3,180,5,0,295.1499939,281.295379638672
6/29/2017 2:00:00 PM,81,71,14,840,5,0,702,765.977905273438
5/8/2017 11:00:00 AM,52,42,11,660,2,0,451.2999878,464.332824707031
9/11/2017 7:00:00 PM,69,57,19,1140,2,0,458.2000122,446.274658203125
11/24/2017 6:00:00 AM,36,31,6,360,6,0,261.4694824,266.784820556641
9/27/2017 12:00:00 AM,71,68,0,0,4,0,686.4000244,688.669555664063
6/4/2017 12:00:00 PM,64,55,12,720,1,1,314.1000061,312.681884765625
3/14/2017 1:00:00 PM,31,30,13,780,3,0,426.0750122,322.578735351563
9/17/2017 2:00:00 PM,80,71,14,840,1,1,523.2696533,547.07470703125
10/5/2017 6:00:00 AM,65,60,6,360,5,0,294.3999939,312.391296386719
7/16/2017 8:00:00 AM,73,67,8,480,1,1,806.7489624,807.179321289063
6/6/2017 11:00:00 AM,55,53,11,660,3,0,571.7999878,599.684265136719
6/28/2017 7:00:00 PM,75,60,19,1140,4,0,485.1000061,477.846618652344
6/24/2017 1:00:00 AM,76,74,1,60,7,1,487.2999878,486.077392578125
7/12/2017 7:00:00 AM,78,72,7,420,4,0,748.7999878,749.685119628906
9/12/2017 10:00:00 PM,71,63,22,1320,3,0,466.2999878,469.391906738281
3/1/2017 2:00:00 AM,54,52,2,120,4,0,296.6000061,288.468383789063
1/5/2017 9:00:00 PM,32,26,21,1260,5,0,292.5750122,293.194366455078
9/13/2017 8:00:00 AM,68,61,8,480,4,0,390.7000122,365.900329589844
1/28/2017 1:00:00 AM,36,30,1,60,7,1,287.5,279.201202392578
8/8/2017 7:00:00 AM,66,65,7,420,3,0,646.5717163,641.600402832031
3/8/2017 5:00:00 PM,58,43,17,1020,4,0,337.6499939,332.0908203125
1/3/2017 5:00:00 PM,42,42,17,1020,3,0,457.1499939,464.735809326172
3/26/2017 3:00:00 AM,37,37,3,180,1,1,390.1749878,399.059783935547
10/17/2017 4:00:00 PM,58,46,16,960,3,0,406.8162231,392.844848632813
4/1/2017 5:00:00 PM,46,40,17,1020,7,1,536.6749878,524.637390136719
9/18/2017 9:00:00 AM,69,67,9,540,2,0,518.9877319,536.98681640625
9/28/2017 10:00:00 PM,62,52,22,1320,5,0,396.5,391.784851074219
6/2/2017 6:00:00 PM,72,55,18,1080,6,0,449.5,424.231018066406
3/11/2017 6:00:00 AM,18,14,6,360,7,1,281.2999878,275.057098388672
6/17/2017 9:00:00 PM,69,68,21,1260,7,1,418.2999878,391.520965576172
1/6/2017 11:00:00 PM,26,21,23,1380,6,0,306.1499939,310.68310546875
10/31/2017 10:00:00 AM,53,43,10,600,3,0,368.8999939,359.253967285156
1/11/2017 11:00:00 AM,47,42,11,660,4,0,324.4500122,365.819946289063
8/6/2017 8:00:00 AM,67,59,8,480,1,1,676.7659912,677.444152832031
9/2/2017 8:00:00 AM,60,53,8,480,7,1,394.125,392.906951904297
5/5/2017 3:00:00 AM,52,49,3,180,6,0,451.2999878,448.271362304688
11/13/2017 1:00:00 AM,44,38,1,60,2,0,301.7999878,273.652954101563
7/5/2017 8:00:00 AM,74,65,8,480,4,0,648.7999878,639.9921875
10/7/2017 6:00:00 PM,73,69,18,1080,7,1,493.7000122,483.740295410156
8/3/2017 5:00:00 AM,69,67,5,300,5,0,656.0999756,663.591674804688
11/1/2017 6:00:00 PM,56,48,18,1080,4,0,338,352.137512207031
7/7/2017 9:00:00 PM,72,71,21,1260,6,0,729.5,720.538269042969
7/18/2017 1:00:00 AM,76,71,1,60,3,0,835.4608765,844.044738769531
5/19/2017 5:00:00 PM,88,70,17,1020,6,0,359.2124329,362.653198242188
4/13/2017 11:00:00 AM,56,44,11,660,5,0,396.7000122,379.154602050781
5/31/2017 10:00:00 AM,62,60,10,600,4,0,330.2999878,419.880645751953
8/20/2017 6:00:00 AM,70,65,6,360,1,1,700.7999878,686.194213867188
8/6/2017 3:00:00 AM,66,58,3,180,1,1,691.4860229,676.93310546875
6/26/2017 12:00:00 AM,71,60,0,0,2,0,598.2000122,563.099548339844
1/18/2017 6:00:00 PM,39,38,18,1080,4,0,330.2999878,340.381866455078
3/3/2017 3:00:00 AM,32,25,3,180,6,0,281.519989,322.064880371094
7/24/2017 9:00:00 AM,66,65,9,540,2,0,656.5,652.264587402344
9/19/2017 7:00:00 PM,69,67,19,1140,3,0,511.3253784,500.629211425781
8/1/2017 2:00:00 AM,75,68,2,120,3,0,682.2999878,696.44580078125
5/17/2017 6:00:00 PM,87,70,18,1080,4,0,378.0918884,378.091918945313
3/22/2017 4:00:00 AM,43,35,4,240,4,0,385.375,391.615936279297
12/2/2017 1:00:00 AM,42,36,1,60,7,1,274.7750244,288.235260009766
3/15/2017 11:00:00 AM,23,19,11,660,4,0,530.375,541.183532714844
9/29/2017 2:00:00 AM,57,50,2,120,6,0,358.7000122,370.166931152344
11/15/2017 1:00:00 PM,47,41,13,780,4,0,401.6000061,389.397003173828
11/16/2017 12:00:00 AM,51,46,0,0,5,0,292.7999878,282.145446777344
12/8/2017 1:00:00 AM,39,33,1,60,6,0,283.993103,311.001831054688
8/28/2017 5:00:00 PM,73,59,17,1020,2,0,629.4000244,595.412963867188
11/22/2017 5:00:00 AM,55,51,5,300,4,0,257.373291,249.401519775391
3/9/2017 7:00:00 PM,53,40,19,1140,5,0,299.7250061,283.341583251953
9/8/2017 1:00:00 AM,61,55,1,60,6,0,594.2000122,578.790222167969
7/10/2017 9:00:00 AM,76,64,9,540,2,0,683.7000122,699.566528320313
11/29/2017 6:00:00 AM,50,46,6,360,4,0,261.2366638,286.557312011719
10/13/2017 12:00:00 PM,64,57,12,720,6,0,392,400.376098632813
9/12/2017 6:00:00 AM,61,58,6,360,3,0,352.2999878,374.329895019531
11/30/2017 1:00:00 PM,47,40,13,780,5,0,400.2581787,399.083251953125
11/3/2017 11:00:00 PM,52,44,23,1380,6,0,385.3999939,381.691558837891
12/1/2017 9:00:00 AM,46,41,9,540,6,0,318.4435425,347.310668945313
8/13/2017 1:00:00 AM,74,71,1,60,1,1,735.2000122,739.987060546875
4/2/2017 7:00:00 AM,42,37,7,420,1,1,459.4249878,462.040435791016
5/4/2017 3:00:00 PM,60,47,15,900,5,0,451.2999878,430.521423339844
11/18/2017 10:00:00 AM,46,39,10,600,7,1,284,297.947509765625
4/10/2017 1:00:00 AM,55,44,1,60,2,0,314.3999939,320.009613037109
3/19/2017 1:00:00 AM,35,32,1,60,1,1,459.3250122,453.642608642578
8/20/2017 3:00:00 AM,72,66,3,180,1,1,709.5,716.564025878906
11/9/2017 1:00:00 PM,53,46,13,780,5,0,398.8999939,415.408142089844
7/1/2017 12:00:00 PM,81,74,12,720,7,1,811.855896,800.316345214844
9/14/2017 5:00:00 AM,71,69,5,300,5,0,456.2000122,459.506500244141
7/3/2017 8:00:00 AM,79,68,8,480,2,0,675.6437378,640.694641113281
6/21/2017 11:00:00 AM,82,66,11,660,4,0,491,536.815612792969
8/27/2017 2:00:00 PM,77,58,14,840,1,1,606.2999878,596.637329101563
5/23/2017 12:00:00 PM,65,56,12,720,3,0,370.7999878,343.179138183594
3/4/2017 4:00:00 PM,29,21,16,960,7,1,307.2999878,309.936157226563
10/27/2017 7:00:00 AM,49,42,7,420,6,0,322.7814636,301.607574462891
7/10/2017 1:00:00 PM,83,70,13,780,2,0,746.5999756,748.080627441406
3/29/2017 2:00:00 PM,57,45,14,840,4,0,546.3250122,541.385009765625
11/2/2017 3:00:00 AM,61,59,3,180,5,0,280.1000061,299.237487792969
4/23/2017 11:00:00 PM,52,46,23,1380,1,1,313.7000122,312.923004150391
5/15/2017 7:00:00 AM,56,50,7,420,2,0,401.791626,418.749572753906
11/15/2017 2:00:00 PM,48,42,14,840,4,0,403.2000122,399.744873046875
10/26/2017 6:00:00 AM,53,47,6,360,5,0,287.8918762,284.097717285156
6/9/2017 4:00:00 PM,80,61,16,960,6,0,455.6000061,474.082641601563
3/15/2017 9:00:00 AM,23,19,9,540,4,0,505.375,497.845001220703
5/31/2017 6:00:00 AM,58,58,6,360,4,0,285.5,277.142181396484
4/14/2017 2:00:00 AM,51,41,2,120,6,0,319.1000061,342.853424072266
7/2/2017 1:00:00 PM,86,72,13,780,1,1,700.9250488,707.228698730469
3/28/2017 10:00:00 PM,44,44,22,1320,3,0,536.4249878,542.889038085938
10/6/2017 12:00:00 PM,79,66,12,720,6,0,510.1000061,528.53076171875
9/13/2017 9:00:00 PM,73,70,21,1260,4,0,556.9000244,535.107421875
10/24/2017 2:00:00 AM,69,66,2,120,3,0,319.0233459,402.015472412109
7/28/2017 6:00:00 AM,73,71,6,360,6,0,686.5,695.263366699219
7/20/2017 9:00:00 PM,78,72,21,1260,5,0,813.5999756,809.074279785156
3/25/2017 11:00:00 AM,58,48,11,660,7,1,491.625,497.745422363281
12/1/2017 1:00:00 AM,50,48,1,60,6,0,279.1298828,288.964538574219
5/2/2017 4:00:00 AM,68,65,4,240,3,0,459,452.714813232422
4/23/2017 10:00:00 PM,52,47,22,1320,1,1,317,327.153076171875
10/2/2017 7:00:00 PM,64,55,19,1140,2,0,466.7999878,470.802215576172
4/12/2017 3:00:00 PM,73,61,15,900,4,0,459.2999878,458.609832763672
4/29/2017 2:00:00 PM,84,69,14,840,7,1,503.5,497.457458496094
1/26/2017 5:00:00 PM,46,38,17,1020,5,0,345.7333374,328.602081298828
9/10/2017 11:00:00 PM,62,55,23,1380,1,1,407,386.016418457031
8/17/2017 7:00:00 AM,71,63,7,420,5,0,605.7999878,616.521911621094
1/2/2017 2:00:00 AM,38,34,2,120,2,0,443.7000122,450.81494140625
5/16/2017 6:00:00 PM,77,59,18,1080,3,0,387.7324524,380.059173583984
6/3/2017 5:00:00 PM,72,55,17,1020,7,1,366.7000122,328.381256103516
1/11/2017 7:00:00 PM,48,45,19,1140,4,0,327.0499878,325.294128417969
1/10/2017 12:00:00 PM,33,27,12,720,3,0,427.0249939,441.445770263672
1/1/2017 4:00:00 PM,47,36,16,960,1,1,434.4500122,424.463592529297
4/8/2017 2:00:00 AM,40,35,2,120,7,1,282.3500061,277.2236328125
10/29/2017 7:00:00 PM,65,64,19,1140,1,1,471.2000122,469.687164306641
6/26/2017 3:00:00 PM,77,62,15,900,2,0,458.2000122,498.719360351563
6/30/2017 5:00:00 AM,74,67,5,300,6,0,619.7999878,666.859985351563
10/27/2017 7:00:00 PM,57,50,19,1140,6,0,372.4454041,355.205383300781
4/11/2017 5:00:00 PM,74,61,17,1020,3,0,464.3999939,482.504272460938
10/19/2017 6:00:00 AM,56,51,6,360,5,0,290.2501221,287.304565429688
9/27/2017 12:00:00 PM,84,75,12,720,4,0,647.5,717.027648925781
6/22/2017 3:00:00 PM,82,69,15,900,5,0,448.2999878,480.642639160156
10/18/2017 3:00:00 AM,51,45,3,180,4,0,280.7125549,288.865936279297
11/1/2017 8:00:00 AM,49,42,8,480,4,0,280.5,318.831115722656
3/20/2017 8:00:00 AM,35,29,8,480,2,0,477.625,439.261596679688
5/23/2017 1:00:00 AM,59,58,1,60,3,0,327,281.871307373047
3/15/2017 1:00:00 AM,21,17,1,60,4,0,461.6000061,420.807006835938
3/10/2017 8:00:00 AM,33,33,8,480,6,0,283.2000122,265.428070068359
8/18/2017 12:00:00 AM,75,73,0,0,6,0,781.7999878,783.919067382813
8/11/2017 11:00:00 PM,73,68,23,1380,6,0,703.3250122,638.025756835938
3/24/2017 1:00:00 AM,37,31,1,60,6,0,467.0499878,477.159820556641
9/15/2017 1:00:00 PM,79,69,13,780,6,0,534.3125,528.660278320313
3/22/2017 1:00:00 PM,32,23,13,780,4,0,534.3499756,535.26708984375
11/29/2017 9:00:00 AM,50,45,9,540,4,0,552.5281982,442.893981933594
