time,roof mechanical,DB,WB,Scored Labels
1/31/2016 10:51:00 PM,177.95,51,44,193.552047729492
3/21/2016 1:51:00 PM,52.15,48,35,46.8942794799805
10/27/2016 10:51:00 AM,0,41,39,-1.14542782306671
4/17/2016 1:51:00 PM,-135.25,71,50,-30.695613861084
8/4/2016 9:18:00 AM,72.3,74,67,55.3125801086426
12/24/2016 9:00:00 AM,0,39,38,0.343128889799118
4/2/2016 6:51:00 PM,71.8,50,47,71.8055725097656
2/25/2016 7:02:00 AM,-109.4,53,50,-81.4013442993164
6/13/2016 2:51:00 PM,-174.9,72,58,-203.100891113281
2/20/2016 8:51:00 AM,-87.65,45,37,22.8678607940674
2/3/2016 11:51:00 PM,223.6,58,55,182.349166870117
2/16/2016 9:55:00 AM,-132.05,52,50,-125.772720336914
7/2/2016 3:51:00 PM,-178.95,75,60,-171.338424682617
12/3/2016 4:51:00 PM,0,45,37,0.481933981180191
6/2/2016 5:51:00 AM,-77.6,63,59,-71.6667938232422
6/2/2016 11:51:00 PM,-74.85,65,61,-88.5173873901367
5/2/2016 1:51:00 AM,-109.5,45,44,-106.256530761719
9/22/2016 2:51:00 PM,-108.85,83,63,-113.034683227539
6/20/2016 4:51:00 PM,-151.4,78,68,-153.830108642578
2/17/2016 12:51:00 AM,-114,38,33,-103.287857055664
6/3/2016 10:51:00 PM,-87,67,63,-112.050910949707
11/17/2016 8:51:00 PM,0,52,45,-2.00420641899109
8/16/2016 5:51:00 AM,104.95,78,75,122.977676391602
3/16/2016 12:51:00 PM,75.85,64,54,45.1990394592285
10/2/2016 12:51:00 PM,0,62,59,0.411819040775299
1/9/2016 11:51:00 PM,185.1,46,44,186.284240722656
7/15/2016 1:51:00 PM,-91.9,87,75,-26.6435623168945
1/31/2016 5:51:00 AM,155.7,38,33,158.508972167969
2/5/2016 12:42:00 PM,227.15,33,31,235.154251098633
3/13/2016 9:51:00 PM,75.95,52,43,76.1543350219727
9/8/2016 1:51:00 PM,-48.45,88,75,4.78943347930908
9/21/2016 1:51:00 AM,-63.65,71,68,36.9280281066895
3/13/2016 8:51:00 PM,75.95,53,44,78.2141647338867
12/28/2016 10:51:00 AM,0,40,34,1.16814076900482
7/22/2016 2:51:00 AM,-76.2,75,70,-74.9220886230469
6/4/2016 6:51:00 PM,-89.25,69,68,-67.8842163085938
11/20/2016 7:51:00 AM,0,39,35,0.39895486831665
5/2/2016 3:51:00 AM,-100.25,46,45,-105.910079956055
8/10/2016 9:33:00 AM,144,81,75,128.069610595703
5/9/2016 8:51:00 PM,-131.3,64,52,-108.750625610352
8/13/2016 9:51:00 AM,118.05,89,80,125.752136230469
2/8/2016 11:49:00 AM,231.5,32,30,154.996398925781
12/21/2016 11:51:00 PM,0,39,32,3.95571565628052
1/17/2016 5:25:00 PM,208.3,30,29,207.679153442383
7/31/2016 11:29:00 AM,131.8,74,73,-79.0852737426758
7/12/2016 1:51:00 AM,-68.8,69,64,-66.7919692993164
4/18/2016 11:51:00 AM,-166.9,78,54,-173.137313842773
3/15/2016 11:49:00 AM,76.6,52,48,74.1907958984375
12/20/2016 9:51:00 AM,0,26,21,0.20515675842762
5/24/2016 10:51:00 PM,-179,64,57,-165.189086914063
1/3/2016 1:51:00 AM,-24.7,36,30,-19.4228286743164
10/14/2016 8:51:00 PM,0,54,45,-0.840829968452454
8/1/2016 8:51:00 PM,103.6,74,67,78.9171524047852
5/3/2016 5:51:00 PM,-144.6,53,51,-129.195922851563
7/8/2016 8:51:00 PM,-84,71,67,-73.9159317016602
5/22/2016 9:51:00 PM,-82.65,61,56,-106.6005859375
1/22/2016 11:24:00 PM,184.25,26,23,191.893569946289
5/17/2016 4:51:00 PM,-123.25,58,52,-131.83967590332
7/18/2016 3:51:00 AM,-67.35,77,70,-42.6641426086426
5/9/2016 11:51:00 AM,-145.65,71,53,-42.8691139221191
12/14/2016 8:51:00 AM,-118.1,37,33,-93.1096725463867
1/23/2016 5:30:00 AM,158.1,24,23,155.044845581055
8/20/2016 11:51:00 PM,-50.5,76,71,-52.1127586364746
4/26/2016 3:51:00 PM,-137.7,52,50,60.1469573974609
7/5/2016 12:51:00 PM,-123.4,83,73,-161.303146362305
8/5/2016 1:51:00 PM,101.35,82,71,105.60693359375
2/15/2016 2:37:00 PM,-108.05,25,23,-102.52571105957
7/10/2016 4:23:00 AM,-51.33333333,67,66,-59.4540367126465
4/13/2016 9:51:00 PM,-127.1,47,41,-110.811866760254
9/4/2016 10:51:00 AM,-113.55,74,63,-107.981857299805
3/29/2016 7:51:00 PM,67.9,46,33,101.239898681641
12/7/2016 2:00:00 AM,64.9,41,40,61.0375099182129
1/16/2016 5:51:00 PM,208.3,47,40,208.989105224609
11/17/2016 2:51:00 PM,0,60,49,0.987837553024292
2/11/2016 8:51:00 PM,-142.85,20,15,-110.175430297852
8/15/2016 9:51:00 AM,90.86666667,84,73,118.545265197754
11/15/2016 10:46:00 AM,0,48,47,0.00540859159082174
9/17/2016 5:51:00 PM,-101.75,71,66,-112.475128173828
8/16/2016 9:51:00 AM,127.35,84,75,75.5950546264648
2/14/2016 1:51:00 AM,-80.9,5,2,-91.8591766357422
7/31/2016 5:30:00 AM,-90.2,74,72,-88.7000503540039
4/29/2016 2:51:00 AM,-73.1,50,43,-126.600296020508
8/29/2016 3:51:00 AM,-127.2,75,68,-96.3052291870117
1/9/2016 11:26:00 AM,189.15,46,42,199.271118164063
1/26/2016 6:51:00 PM,-31.25,46,39,-27.2395877838135
12/2/2016 7:51:00 AM,0,41,36,-0.564498424530029
9/24/2016 4:51:00 AM,-126.15,59,57,-121.75178527832
6/11/2016 12:51:00 AM,-70.7,63,51,-101.456726074219
6/16/2016 4:51:00 PM,-151.75,72,65,-162.432525634766
2/25/2016 5:38:00 PM,-123.75,41,37,-126.314338684082
7/3/2016 4:51:00 PM,-177.8,76,64,-186.353012084961
9/29/2016 2:51:00 AM,-66.85,60,57,-79.9332809448242
5/3/2016 2:12:00 AM,-95.3,53,52,-112.596534729004
2/15/2016 11:05:00 PM,-96.15,34,33,-96.4634475708008
6/25/2016 6:51:00 PM,-163.35,73,60,-166.196182250977
2/27/2016 1:51:00 AM,-76.95,27,22,-83.8410491943359
3/21/2016 7:51:00 PM,47.15,42,33,-0.188465654850006
12/29/2016 2:21:00 PM,0,46,45,0.0664578825235367
6/19/2016 12:51:00 PM,-167.4,84,69,-111.782676696777
11/16/2016 5:51:00 PM,0,58,48,0.306196719408035
2/3/2016 10:49:00 PM,214.6,57,55,206.350036621094
4/25/2016 12:51:00 PM,69.3,64,50,87.7020034790039
4/14/2016 12:51:00 PM,-127.4,60,45,-130.867050170898
11/24/2016 12:51:00 AM,0,40,34,0.738363981246948
9/20/2016 7:51:00 AM,90.2,69,67,2.46302556991577
10/21/2016 7:06:00 AM,0,68,66,-4.4694652557373
3/21/2016 12:13:00 AM,50,33,32,50.3370208740234
6/23/2016 4:51:00 AM,48,70,58,-64.1099548339844
3/2/2016 6:51:00 PM,70.25,35,27,74.6399536132813
2/2/2016 7:51:00 AM,189.8,39,33,167.171127319336
1/20/2016 1:51:00 PM,229.75,36,29,221.473052978516
4/17/2016 1:51:00 AM,-81.4,47,42,-78.8985977172852
6/6/2016 7:51:00 PM,-102.75,79,65,-134.121322631836
3/11/2016 3:44:00 AM,77.2,56,54,75.2413787841797
7/8/2016 6:27:00 PM,-152.85,72,69,-144.58757019043
1/22/2016 9:51:00 PM,205.65,29,23,213.13362121582
2/14/2016 10:51:00 PM,-85.2,14,10,-91.7565307617188
3/28/2016 2:57:00 AM,67.5,42,40,70.8665008544922
11/3/2016 6:51:00 PM,0,63,54,-4.79410791397095
2/20/2016 11:51:00 AM,-103.9,55,44,-105.903053283691
7/6/2016 8:51:00 PM,-154.1,83,74,-121.03914642334
12/29/2016 12:51:00 PM,0,44,44,0.547057151794434
3/22/2016 1:51:00 PM,-72.35,54,40,-41.5317726135254
5/11/2016 6:51:00 PM,-137.55,68,53,-126.682563781738
3/14/2016 3:51:00 AM,70.95,50,43,63.9585342407227
11/5/2016 4:51:00 PM,0,60,50,0.154539480805397
5/1/2016 1:49:00 PM,-131.8,48,46,-125.703010559082
9/30/2016 6:51:00 PM,0,57,56,-26.9715671539307
2/10/2016 6:15:00 AM,-82.7,33,31,-98.1766967773438
3/16/2016 2:51:00 PM,66.65,62,52,35.5269088745117
8/22/2016 7:51:00 AM,-86.5,71,63,-91.1110382080078
4/29/2016 5:51:00 AM,-62,50,42,-113.618385314941
2/19/2016 3:51:00 PM,-165.55,35,29,-160.713684082031
11/2/2016 10:51:00 AM,0,62,56,-7.48713302612305
1/27/2016 4:51:00 AM,-25.4,44,38,-33.502197265625
7/27/2016 5:51:00 PM,102.05,86,72,-67.3564605712891
11/15/2016 12:27:00 PM,0,48,47,0.00540859159082174
4/1/2016 1:51:00 AM,79.55,66,61,62.3654441833496
1/22/2016 4:51:00 PM,221.15,29,23,213.13362121582
5/6/2016 8:51:00 PM,-119.45,50,48,-111.144172668457
5/8/2016 11:51:00 PM,-98.85,55,44,-101.102355957031
11/7/2016 6:51:00 PM,0,51,40,-0.317988395690918
6/5/2016 11:00:00 AM,-95.1,65,64,-93.7618026733398
2/8/2016 9:51:00 AM,226.65,34,31,181.704559326172
7/7/2016 1:51:00 AM,-148.95,81,74,-162.987014770508
6/13/2016 7:51:00 AM,-176.8,61,53,-143.416488647461
11/22/2016 7:51:00 AM,0,37,31,-0.239544123411179
7/25/2016 3:22:00 PM,113.7,77,74,32.5162734985352
6/18/2016 5:51:00 PM,-174.35,77,62,-147.509719848633
2/10/2016 5:51:00 PM,-133.8,36,30,-135.673645019531
7/6/2016 11:51:00 AM,-151.6,90,74,-152.774032592773
5/3/2016 7:51:00 PM,-145.2,52,50,-141.607376098633
12/17/2016 3:51:00 AM,0,25,24,0.0359859764575958
10/29/2016 5:51:00 PM,0,61,53,6.40157842636108
11/8/2016 5:51:00 PM,0,61,48,-0.0465983636677265
2/11/2016 8:51:00 AM,-131.55,23,17,-110.175430297852
12/18/2016 12:51:00 AM,0,39,39,0.501826584339142
8/14/2016 4:51:00 PM,116.5,93,78,118.113777160645
4/9/2016 8:51:00 AM,-97.85,42,35,-119.848175048828
7/16/2016 5:51:00 AM,-59.2,77,69,-75.6392822265625
1/10/2016 3:26:00 PM,189.5,57,55,188.918579101563
2/23/2016 4:51:00 PM,-131.85,36,34,-129.88117980957
4/9/2016 12:51:00 AM,-77.8,39,32,-76.5225372314453
6/11/2016 10:51:00 PM,-66.55,81,71,-73.1975250244141
4/23/2016 2:38:00 AM,66.4,63,61,35.4382476806641
12/22/2016 10:51:00 AM,0,44,37,1.359858751297
3/7/2016 3:51:00 AM,47.1,37,33,55.4063720703125
2/13/2016 10:51:00 AM,-100.65,20,15,-91.8591766357422
7/29/2016 8:51:00 PM,-76.4,77,70,-148.272888183594
9/15/2016 3:51:00 PM,-121.25,72,57,-122.835945129395
6/21/2016 7:51:00 AM,-169.5,73,64,-169.596496582031
11/10/2016 1:51:00 PM,0,54,42,-0.527353584766388
12/6/2016 2:51:00 AM,77.2,40,35,-5.12900733947754
4/19/2016 12:51:00 AM,-123.6,64,47,32.3047409057617
8/3/2016 7:51:00 AM,61.55,70,64,68.1478424072266
6/3/2016 8:27:00 AM,-90.3,64,62,-97.2700805664063
3/20/2016 9:49:00 PM,51.8,34,32,53.2726249694824
11/23/2016 12:51:00 PM,0,42,34,0.972912430763245
4/24/2016 12:51:00 PM,44.65,62,44,33.7237968444824
4/30/2016 8:51:00 PM,-134.8,51,44,-95.7885360717773
8/24/2016 5:51:00 AM,-119.2,68,62,-118.967514038086
7/6/2016 2:51:00 AM,-158.5,76,70,-158.999160766602
6/27/2016 6:51:00 AM,-165.1,70,62,-174.519104003906
2/15/2016 8:16:00 PM,-89.75,33,32,-103.061508178711
5/30/2016 3:24:00 AM,75.9,70,69,74.7200927734375
3/31/2016 9:51:00 AM,75.3,65,54,98.9101791381836
11/16/2016 12:51:00 PM,0,59,48,-0.146108716726303
4/16/2016 4:51:00 PM,-144.75,63,45,-139.993423461914
2/5/2016 4:17:00 AM,169.05,34,33,176.722122192383
2/24/2016 3:49:00 AM,-68.6,37,36,-77.9138488769531
8/11/2016 1:51:00 PM,145.45,89,79,146.278610229492
6/27/2016 11:49:00 PM,-131.4,70,69,-131.04118347168
1/3/2016 7:51:00 AM,-24.25,36,31,-36.5796165466309
12/4/2016 7:51:00 AM,0,39,33,-3.10438203811646
11/10/2016 3:51:00 AM,0,42,38,-0.439617186784744
5/23/2016 4:51:00 AM,-64.25,56,53,-54.8446388244629
8/3/2016 10:51:00 AM,70.5,78,67,69.8269653320313
6/10/2016 1:51:00 PM,-101.15,74,55,-79.5181655883789
3/28/2016 3:51:00 AM,69.45,42,41,72.3856887817383
11/1/2016 4:51:00 AM,0,40,38,-3.0583963394165
1/17/2016 9:51:00 PM,208.3,30,28,210.106246948242
9/7/2016 5:51:00 AM,-74.25,72,68,-71.1480865478516
7/29/2016 7:36:00 AM,-113.85,69,68,-114.906402587891
4/4/2016 5:24:00 PM,77,36,34,83.5735855102539
9/30/2016 7:51:00 AM,-55.55,58,54,-52.4209060668945
7/10/2016 8:51:00 AM,-81.4,71,67,-49.994327545166
6/4/2016 12:51:00 AM,-74.75,67,63,-73.957893371582
5/12/2016 5:51:00 AM,63.95,58,52,-131.83967590332
8/12/2016 5:51:00 AM,103.4,76,75,93.6286087036133
5/2/2016 12:51:00 PM,-148.25,55,51,-144.697311401367
9/29/2016 7:51:00 PM,-58.7,62,57,-68.0937118530273
10/19/2016 7:51:00 AM,0,71,65,-1.28986203670502
7/23/2016 10:51:00 PM,-64.63333333,85,67,-60.7043495178223
11/30/2016 5:51:00 PM,0,53,52,0.0122825698927045
2/17/2016 9:51:00 AM,-143.05,39,33,-108.640808105469
6/10/2016 2:40:00 AM,-122.4,59,48,-120.320281982422
1/22/2016 8:51:00 PM,206.65,28,22,231.768127441406
7/17/2016 3:51:00 AM,-65.55,76,68,-57.1493110656738
3/12/2016 9:51:00 PM,75.55,55,47,63.1576347351074
9/17/2016 9:51:00 AM,-120.6,70,61,-119.741996765137
12/28/2016 3:51:00 PM,0,38,31,3.91689920425415
3/2/2016 1:51:00 AM,74.05,52,48,65.5091400146484
1/26/2016 9:51:00 AM,-22.3,42,37,-18.1061534881592
7/9/2016 3:51:00 PM,-69.05,70,67,-72.6432647705078
1/27/2016 1:51:00 AM,-26.8,46,39,-27.2395877838135
7/29/2016 6:51:00 AM,-112.7333333,69,68,-114.906402587891
9/17/2016 1:51:00 PM,-110.5,76,66,-107.304016113281
12/18/2016 1:04:00 AM,0,39,39,0.501826584339142
5/5/2016 4:42:00 AM,-89.5,47,45,-95.5224075317383
4/29/2016 3:51:00 AM,-77.4,50,43,-126.600296020508
6/13/2016 6:51:00 AM,-171.25,59,52,-146.832046508789
7/29/2016 4:51:00 PM,-78.55,83,74,-80.6703414916992
2/8/2016 4:24:00 AM,165.9,38,33,174.645355224609
6/5/2016 1:51:00 PM,-85.75,70,68,-90.0868911743164
9/11/2016 4:33:00 AM,119.4,78,73,91.5495910644531
5/22/2016 5:51:00 AM,-80.4,53,51,-72.3135528564453
12/24/2016 4:51:00 AM,0,42,36,0.979249358177185
7/19/2016 10:51:00 AM,-145.75,80,64,-125.292633056641
12/17/2016 7:29:00 PM,0,37,35,6.34831666946411
12/12/2016 2:05:00 AM,82.65,35,34,80.025146484375
6/27/2016 3:51:00 AM,-168.25,68,60,-164.692291259766
9/19/2016 12:17:00 PM,132.1,71,70,-69.7517547607422
3/21/2016 2:27:00 AM,51.8,33,31,50.9928245544434
10/17/2016 9:51:00 PM,0,73,64,5.17607021331787
1/29/2016 11:51:00 PM,189.3,31,26,208.773254394531
1/10/2016 2:12:00 PM,185.85,59,57,185.505828857422
11/14/2016 4:51:00 PM,0,59,43,0.00102734239771962
5/7/2016 4:51:00 PM,-134.4,58,52,-142.630889892578
12/21/2016 9:51:00 AM,0,34,29,3.46396660804749
12/13/2016 12:51:00 PM,-121.1,42,35,-125.292900085449
5/25/2016 2:51:00 PM,-171.2,86,62,-179.584548950195
1/16/2016 10:51:00 AM,208.3,45,42,210.22917175293
10/19/2016 3:51:00 PM,0,82,65,18.1143398284912
11/16/2016 8:51:00 AM,0,49,43,-4.42282390594482
9/13/2016 5:51:00 PM,-93.25,74,65,-104.471687316895
4/26/2016 9:39:00 AM,66.25,55,52,-4.61259078979492
3/24/2016 9:51:00 AM,70.25,49,43,69.1532592773438
6/18/2016 7:51:00 AM,-177.05,69,58,-181.720565795898
1/28/2016 2:51:00 AM,-23,33,28,-23.2234134674072
4/26/2016 3:38:00 PM,-143.1,53,51,60.4829559326172
11/9/2016 5:51:00 AM,0,57,47,0.178054675459862
6/4/2016 8:51:00 PM,-92.6,68,66,-67.6438064575195
7/12/2016 8:51:00 AM,-96.45,76,67,-125.27564239502
11/18/2016 3:51:00 PM,0,64,50,0.889828324317932
10/25/2016 11:51:00 PM,0,43,36,2.97197222709656
3/16/2016 7:51:00 AM,76.5,53,48,17.9550037384033
1/19/2016 10:51:00 PM,-25.5,28,23,169.103317260742
8/30/2016 10:51:00 AM,-86.85,79,68,-64.2176818847656
7/10/2016 1:47:00 AM,-62,68,67,-59.3623924255371
12/3/2016 1:51:00 AM,0,44,38,-0.789955317974091
1/16/2016 1:51:00 PM,208.3,50,43,191.572647094727
2/24/2016 4:49:00 PM,-137.3,55,54,-138.531265258789
12/28/2016 1:51:00 PM,0,39,32,-4.27362155914307
12/14/2016 1:51:00 AM,-104.85,40,36,-113.557052612305
12/29/2016 11:51:00 AM,0,43,42,-0.189686477184296
1/6/2016 2:51:00 AM,160.85,26,21,180.920806884766
3/24/2016 10:51:00 AM,75.95,49,43,69.1532592773438
3/26/2016 6:51:00 PM,88,44,40,84.7565307617188
12/24/2016 11:49:00 AM,0,39,38,0.343128889799118
11/28/2016 4:51:00 PM,0,48,41,0.159812599420547
11/24/2016 11:51:00 AM,0,47,42,2.36223268508911
8/2/2016 9:08:00 AM,82.65,72,66,92.8915863037109
6/23/2016 12:51:00 AM,55.2,74,60,-3.66546201705933
7/25/2016 7:51:00 AM,-84.25,81,74,-46.4623489379883
5/6/2016 7:39:00 AM,-112.05,48,47,-124.711715698242
8/1/2016 7:20:00 AM,95.45,70,67,89.9530029296875
9/27/2016 10:51:00 AM,-109.2,69,64,-113.633636474609
2/1/2016 11:51:00 AM,225.25,57,48,220.490692138672
4/27/2016 12:49:00 AM,-127.65,46,43,-130.227951049805
3/4/2016 5:51:00 AM,59.55,30,28,66.7428817749023
6/5/2016 1:59:00 PM,-97.2,70,68,-90.0868911743164
11/15/2016 4:35:00 PM,0,48,46,1.74666655063629
8/10/2016 9:51:00 AM,147.5,80,75,125.008026123047
6/27/2016 10:51:00 AM,-153.95,79,67,-133.181701660156
12/23/2016 10:51:00 AM,0,42,35,-0.0182826723903418
6/16/2016 6:40:00 AM,-151.6,66,65,-151.32551574707
6/6/2016 9:51:00 AM,-140.2,75,64,-87.7601089477539
7/24/2016 4:51:00 PM,-74.1,86,73,-53.0702133178711
7/28/2016 7:51:00 PM,107,79,71,-104.633224487305
3/5/2016 5:51:00 AM,58.9,29,24,59.1757125854492
11/22/2016 2:51:00 PM,0,40,33,-0.0754783228039742
1/6/2016 2:51:00 PM,217.8,40,29,202.347763061523
10/1/2016 9:51:00 PM,0,59,57,-0.102240405976772
7/8/2016 7:51:00 PM,-89.25,72,67,-86.0792236328125
2/22/2016 8:51:00 AM,-114.55,42,36,-101.214248657227
12/7/2016 12:51:00 PM,67.75,42,40,60.7792167663574
6/20/2016 6:51:00 PM,-156.4,78,68,-153.830108642578
9/12/2016 5:51:00 PM,-109.1,70,61,-119.652229309082
4/2/2016 8:51:00 AM,73.25,50,47,71.8055725097656
12/29/2016 5:51:00 AM,0,37,32,0.629988610744476
9/10/2016 9:51:00 AM,-60.1,83,75,102.702896118164
7/1/2016 7:51:00 PM,-143.5,70,69,-127.04044342041
7/12/2016 2:51:00 AM,-59.3,69,64,-66.7919692993164
2/20/2016 7:51:00 AM,-82.9,44,37,27.0217475891113
3/22/2016 8:51:00 PM,-50.55,52,43,-36.1637344360352
12/5/2016 7:51:00 PM,61.45,45,40,53.033016204834
1/18/2016 12:51:00 PM,208.3,26,19,158.399841308594
9/11/2016 8:51:00 PM,70.7,72,58,8.32375907897949
7/14/2016 12:51:00 AM,-58.2,76,73,-61.0162773132324
2/29/2016 8:51:00 AM,-115.25,52,43,-111.98819732666
2/8/2016 6:51:00 AM,175.1,38,33,174.645355224609
6/17/2016 6:51:00 PM,-176.8,68,56,-206.88346862793
9/28/2016 6:51:00 PM,-113.75,60,57,-79.9332809448242
11/29/2016 7:51:00 PM,0,60,59,-0.468551337718964
2/12/2016 12:51:00 AM,-102.35,18,14,-110.175430297852
12/7/2016 8:59:00 AM,62.15,40,39,71.4527053833008
2/1/2016 4:51:00 PM,227.9,52,43,207.90348815918
9/9/2016 11:51:00 PM,-58.4,76,74,-61.4472999572754
1/17/2016 8:36:00 PM,208.3,30,28,210.106246948242
3/25/2016 9:51:00 AM,75.9,66,59,79.9409713745117
3/29/2016 6:51:00 AM,64.8,44,37,73.6629486083984
8/31/2016 8:51:00 AM,-67.65,78,71,-29.3204212188721
12/12/2016 11:51:00 PM,-109.3,40,35,-111.490852355957
2/16/2016 7:28:00 AM,-104.35,50,48,-112.246520996094
2/4/2016 12:51:00 PM,225.45,52,44,221.331115722656
7/7/2016 1:20:00 PM,-150.6,79,76,43.3117828369141
4/26/2016 7:49:00 PM,-143.4,46,45,-143.285446166992
6/28/2016 4:39:00 AM,-151.4,69,68,-142.408218383789
12/30/2016 12:51:00 AM,0,37,33,17.2219753265381
9/18/2016 2:51:00 AM,-105.7,70,66,-101.071594238281
2/14/2016 12:51:00 AM,-79,6,3,-91.8591766357422
12/12/2016 3:59:00 AM,72.05,37,37,74.1582946777344
5/6/2016 5:35:00 AM,-86.9,48,47,-124.711715698242
11/12/2016 10:51:00 PM,0,45,37,1.28636705875397
11/21/2016 8:51:00 PM,0,39,31,0.260786503553391
9/5/2016 1:51:00 AM,-120.6,67,56,-113.129005432129
3/31/2016 9:51:00 PM,79.4,62,57,31.4366550445557
8/18/2016 9:51:00 PM,-77.2,79,71,-41.3737640380859
5/3/2016 10:51:00 AM,-147.95,52,51,-106.65535736084
9/4/2016 4:51:00 AM,-127.6,65,57,-122.779312133789
9/2/2016 5:51:00 PM,-96.85,77,62,-29.5869655609131
11/20/2016 2:51:00 AM,0,35,34,-0.194992139935493
6/22/2016 10:51:00 PM,52.9,73,60,-135.506698608398
1/17/2016 7:51:00 AM,208.3,35,29,198.630233764648
8/23/2016 8:51:00 AM,-102.6,70,59,-109.101715087891
11/18/2016 4:51:00 AM,0,46,42,-1.26197969913483
5/26/2016 5:51:00 PM,-168.8,83,61,-172.052139282227
11/29/2016 3:51:00 AM,0,53,49,-0.371274650096893
1/9/2016 9:49:00 PM,190.4,46,43,190.483901977539
5/5/2016 3:51:00 PM,-147,56,49,-138.933807373047
1/14/2016 9:51:00 AM,219.75,27,21,186.215438842773
8/8/2016 9:51:00 AM,108.05,80,67,104.029716491699
3/29/2016 9:51:00 AM,61.55,48,37,72.6928329467773
4/7/2016 3:51:00 AM,-82.3,52,48,-92.2544937133789
1/7/2016 9:51:00 AM,190.65,38,28,211.377670288086
1/5/2016 12:51:00 AM,186,13,10,186.826370239258
12/13/2016 1:51:00 AM,-97.05,38,33,-131.087646484375
5/12/2016 10:51:00 AM,-123.2,74,55,-118.565071105957
5/30/2016 3:41:00 AM,80.9,70,69,74.7200927734375
7/9/2016 7:51:00 PM,-75.8,68,66,-81.4652557373047
7/20/2016 6:51:00 AM,-73.95,72,62,-44.9169387817383
9/19/2016 2:37:00 AM,-75,75,72,-62.5770225524902
6/28/2016 9:49:00 PM,-115.1,72,71,-137.669296264648
10/21/2016 1:51:00 PM,0,68,67,0.437868803739548
5/26/2016 9:51:00 AM,-171.05,83,65,-166.902206420898
3/25/2016 6:51:00 PM,82.1,63,51,64.402961730957
3/7/2016 2:51:00 PM,83.95,58,46,82.5054550170898
4/29/2016 9:51:00 AM,-138.2,54,44,-149.632537841797
10/17/2016 8:51:00 PM,0,73,64,5.17607021331787
9/12/2016 11:51:00 AM,-112.2,78,61,86.6937942504883
3/27/2016 12:51:00 AM,86.8,43,40,80.8618469238281
6/22/2016 1:51:00 AM,-172.3,71,57,-135.460571289063
3/4/2016 4:51:00 PM,65.25,39,32,66.4909362792969
5/31/2016 4:51:00 AM,49.2,72,69,56.346248626709
9/30/2016 9:35:00 AM,-54.4,57,55,-39.3369064331055
6/29/2016 12:51:00 AM,-148.75,68,67,-156.254104614258
8/14/2016 5:51:00 AM,68.15,83,76,131.212860107422
3/20/2016 8:51:00 AM,69.05,34,27,55.9508628845215
5/8/2016 2:51:00 AM,-46.95,50,48,-61.9388809204102
10/30/2016 5:17:00 PM,0,60,59,-1.36098885536194
12/5/2016 10:51:00 AM,0,43,41,11.7297992706299
4/19/2016 4:51:00 AM,-87.6,65,49,-142.17529296875
8/24/2016 8:51:00 AM,-89.3,75,66,-86.098518371582
3/26/2016 12:51:00 AM,73.1,43,38,69.2282180786133
9/22/2016 9:51:00 PM,-119.25,70,60,-119.862182617188
2/22/2016 10:51:00 AM,-144.2,44,37,-98.3295669555664
7/26/2016 10:51:00 PM,-143.55,80,67,-111.784065246582
7/24/2016 8:51:00 AM,-69,81,69,-64.4910049438477
6/14/2016 5:51:00 PM,-168,77,59,-172.864807128906
7/6/2016 10:51:00 PM,62.95,82,74,-95.9134140014648
4/11/2016 11:51:00 PM,-107.9,55,50,-128.752563476563
7/30/2016 11:51:00 AM,-82.25,80,72,-65.2198104858398
2/3/2016 11:06:00 AM,235.2,54,50,229.426864624023
8/11/2016 8:51:00 AM,143.55,83,77,164.96272277832
9/27/2016 9:51:00 PM,-111.5,67,63,-109.598243713379
7/4/2016 8:51:00 PM,-161.5,69,68,-155.724472045898
9/6/2016 11:51:00 AM,0,78,68,-26.5142402648926
8/9/2016 3:51:00 AM,65.4,73,67,72.4897918701172
12/4/2016 3:51:00 PM,0,44,35,4.30292320251465
7/30/2016 5:51:00 AM,-91,75,71,-96.5578536987305
6/19/2016 2:51:00 PM,-166.3,80,68,-134.702758789063
9/28/2016 12:49:00 PM,-106.85,68,62,-107.080795288086
7/25/2016 7:11:00 PM,-107.95,74,73,-113.340919494629
2/27/2016 5:51:00 PM,-134.85,40,31,-132.111068725586
9/29/2016 8:51:00 AM,-55.6,60,56,-62.0682830810547
8/8/2016 5:51:00 PM,116.15,83,65,114.578712463379
10/16/2016 12:51:00 PM,0,67,59,-1.20380246639252
7/18/2016 10:51:00 AM,-120.35,90,76,-45.3254661560059
7/31/2016 11:09:00 AM,133.3,75,72,22.6837177276611
1/1/2016 6:51:00 AM,-27.2,39,34,-50.1817626953125
3/28/2016 4:31:00 AM,71.75,42,41,72.3856887817383
1/30/2016 3:51:00 AM,166.25,28,24,174.631149291992
12/20/2016 10:51:00 AM,0,27,22,-0.739423751831055
3/26/2016 12:51:00 PM,71.55,54,44,77.7715835571289
6/17/2016 10:51:00 PM,-180.8,63,55,-167.762237548828
10/15/2016 5:51:00 AM,0,47,43,4.78366899490356
3/29/2016 2:51:00 PM,69.3,52,38,63.5517692565918
10/15/2016 9:51:00 AM,0,56,50,2.34699773788452
4/1/2016 11:51:00 PM,48.25,61,51,42.9814262390137
8/10/2016 7:51:00 PM,111.95,86,76,135.501342773438
12/30/2016 1:51:00 PM,0,40,33,1.50299286842346
10/27/2016 9:51:00 PM,0,54,53,-0.081400103867054
2/12/2016 10:51:00 AM,-105.65,22,16,-110.175430297852
